Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alexandre,2021-10-02 22:52:11,00:00:23,Autoplayed: user action: None; ,The Edge of Seventeen_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:23,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:51:59,00:00:04,Autoplayed: user action: None; ,The Edge of Seventeen_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:51:12,00:00:07,Autoplayed: user action: None; ,Gilmore Girls: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Alexandre,2021-10-02 22:50:57,00:00:05,Autoplayed: user action: None; ,"Roman J. Israel, Esq._hook_primary_16x9",HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:50:35,00:00:16,Autoplayed: user action: None; ,Temporada 1 (Trailer): Família em Concerto,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:16,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:50:15,00:00:09,Autoplayed: user action: None; ,Catch Me If You Can_hook_03_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:09,00:00:09,BR (Brazil)
Alexandre,2021-10-02 22:49:46,00:00:13,Autoplayed: user action: None; ,La bella y las bestias: Season 1_hook_05_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:13,00:00:13,BR (Brazil)
Alexandre,2021-10-02 22:48:04,00:00:08,Autoplayed: user action: None; ,Riverdale: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:08,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:47:03,00:00:39,Autoplayed: user action: None; ,Trailer: Era uma Segunda Vez,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:39,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:46:30,00:00:22,Autoplayed: user action: None; ,Somewhere Between: Season 1_hook_05_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:22,00:00:22,BR (Brazil)
Alexandre,2021-10-02 22:45:37,00:00:06,Autoplayed: user action: None; ,Girl From Nowhere Season 2_Clip_1,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-10-02 22:44:09,00:01:17,Autoplayed: user action: None; ,Warrior - A Batalha de Todos os Dias (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:18,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:43:15,00:00:29,Autoplayed: user action: User_Interaction; ,The Hard Way,,TCL TV 2018 UHD Android TV Smart TV,00:01:16,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:42:25,00:00:27,Autoplayed: user action: None; ,The Hard Way_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:27,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:19:38,00:00:06,Autoplayed: user action: None; ,Close (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:18:50,00:00:24,Autoplayed: user action: None; ,Ricos de Amor_PVS_MEGA,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:24,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:18:09,00:00:28,Autoplayed: user action: None; ,Two Times You_hook_01_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:28,00:00:28,BR (Brazil)
Alexandre,2021-10-02 22:17:40,00:00:09,Autoplayed: user action: None; ,Temporada 1 (Trailer): Young Royals,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:09,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:15:53,00:01:09,Autoplayed: user action: None; ,The Devil All The Time_PVS_MEGA,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:09,00:01:09,BR (Brazil)
Alexandre,2021-10-02 22:11:01,00:01:20,,O garoto da casa ao lado,,TCL TV 2018 UHD Android TV Smart TV,00:24:45,00:24:45,BR (Brazil)
Alexandre,2021-10-02 22:10:22,00:00:36,Autoplayed: user action: None; ,The Boy Next Door_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:36,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:09:40,00:00:33,Autoplayed: user action: None; ,Desaparecida (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:34,00:00:34,BR (Brazil)
Alexandre,2021-10-02 22:09:26,00:00:04,Autoplayed: user action: None; ,Blue Lagoon: The Awakening_hook_03_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:09:01,00:00:08,Autoplayed: user action: None; ,Batalhas (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:09,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:08:42,00:00:08,Autoplayed: user action: None; ,Hush_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Alexandre,2021-10-02 22:07:34,00:00:24,Autoplayed: user action: None; ,The Little Mermaid_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:24,00:00:24,BR (Brazil)
Alexandre,2021-10-02 22:07:09,00:00:06,Autoplayed: user action: None; ,Underworld: Blood Wars_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:04:05,00:00:10,Autoplayed: user action: None; ,Naomi and Ely's No Kiss List_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:10,00:00:10,BR (Brazil)
Alexandre,2021-10-02 22:03:45,00:00:10,Autoplayed: user action: None; ,Minissérie (Clipe): Missa da Meia-Noite,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:10,00:00:10,BR (Brazil)
Alexandre,2021-10-02 22:02:11,00:00:11,Autoplayed: user action: None; ,Blue Lagoon: The Awakening_hook_03_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:01:39,00:00:15,Autoplayed: user action: None; ,Trailer: À Segunda Vista,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:15,00:00:15,BR (Brazil)
Alexandre,2021-10-02 22:00:52,00:00:30,Autoplayed: user action: None; ,A Terra e o Sangue (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:30,Not latest view,BR (Brazil)
Alexandre,2021-10-02 22:00:14,00:00:12,Autoplayed: user action: None; ,Trailer: Forever Rich,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:12,00:00:12,BR (Brazil)
Alexandre,2021-10-02 21:58:51,00:01:15,Autoplayed: user action: None; ,Carga Bruta (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:15,00:01:15,BR (Brazil)
Alexandre,2021-10-02 21:58:17,00:00:05,Autoplayed: user action: None; ,Supporting Character Clip: Confissões de uma Garota Excluída,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2021-10-02 21:57:50,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Clipe): O Homem das Castanhas,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-10-02 21:55:09,00:01:29,Autoplayed: user action: None; ,A Lei Secreta: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:30,00:01:30,BR (Brazil)
Alexandre,2021-10-02 21:54:32,00:00:30,Autoplayed: user action: None; ,Temporada 1 (Teaser): Dinheiro Fácil: A Série,TEASER_TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:30,00:00:30,BR (Brazil)
Alexandre,2021-10-02 21:51:53,00:02:01,,Trailer: O Culpado,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:01,00:02:01,BR (Brazil)
Alexandre,2021-10-02 15:21:12,00:01:29,Autoplayed: user action: None; ,Presságio (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:29,00:01:29,BR (Brazil)
Alexandre,2021-10-02 15:21:02,00:00:07,Autoplayed: user action: None; ,Jo Pil-ho - O Despertar da Ira (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Alexandre,2021-10-02 15:20:30,00:00:25,Autoplayed: user action: None; ,Trailer: Forever Rich,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:25,Not latest view,BR (Brazil)
Alexandre,2021-10-02 15:19:56,00:00:14,Autoplayed: user action: None; ,Trailer: Ninguém Sai Vivo,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:14,00:00:14,BR (Brazil)
Alexandre,2021-10-02 15:19:02,00:00:22,Autoplayed: user action: None; ,Minissérie (Clipe): Maid,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:22,00:00:22,BR (Brazil)
Alexandre,2021-10-02 03:50:05,01:25:33,,O Melhor Amigo,,TCL TV 2018 UHD Android TV Smart TV,01:25:33,Not latest view,BR (Brazil)
Alexandre,2021-10-02 03:49:31,00:00:08,Autoplayed: user action: None; ,Trailer: Freaks - Um de Nós,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:08,Not latest view,BR (Brazil)
Alexandre,2021-10-02 03:34:54,00:01:19,Autoplayed: user action: None; ,Blue Lagoon: The Awakening_hook_03_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:01:19,Not latest view,BR (Brazil)
Alexandre,2021-10-02 03:33:58,00:00:51,Autoplayed: user action: None; ,Trailer: O Culpado,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:51,Not latest view,BR (Brazil)
Alexandre,2021-10-02 03:33:04,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Clipe): Bangkok no Limite,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-10-02 03:31:57,00:00:49,Autoplayed: user action: None; ,O Melhor Amigo (Clipe): O Melhor Amigo,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:49,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:25:37,00:13:55,,Deixe a Neve Cair,,TCL TV 2018 UHD Android TV Smart TV,00:13:55,00:13:55,BR (Brazil)
Alexandre,2021-10-01 00:25:17,00:00:04,Autoplayed: user action: None; ,Deixe a Neve Cair (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:25:00,00:00:02,Autoplayed: user action: None; ,O Melhor Amigo,,TCL TV 2018 UHD Android TV Smart TV,00:00:02,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:23:26,00:00:06,Autoplayed: user action: None; ,Rip Tide_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:22:18,00:00:35,Autoplayed: user action: None; ,"Hello, Me!: Season 1_hook_primary_16x9",HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:35,00:00:35,BR (Brazil)
Alexandre,2021-10-01 00:21:24,00:00:14,Autoplayed: user action: None; ,Fica Comigo (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:14,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:20:37,00:00:32,Autoplayed: user action: None; ,The Outcasts_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:32,00:00:32,BR (Brazil)
Alexandre,2021-10-01 00:19:43,00:00:09,Autoplayed: user action: None; ,"Socorro, Virei uma Garota!_hook_primary_16x9",HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:09,00:00:09,BR (Brazil)
Alexandre,2021-10-01 00:19:11,00:00:27,Autoplayed: user action: None; ,The Edge of Seventeen_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:27,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:18:22,00:00:04,Autoplayed: user action: None; ,FULLMETALALCHEMIST_CLIP_MAINCHARACTER,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:18:04,00:00:13,Autoplayed: user action: None; ,Temporada 1 (Trailer): D.P Dog Day,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:13,00:00:13,BR (Brazil)
Alexandre,2021-10-01 00:17:44,00:00:14,Autoplayed: user action: None; ,Crash Landing on You: Season 1_CLIP_MUSIC_NON3,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:14,00:00:14,BR (Brazil)
Alexandre,2021-10-01 00:17:23,00:00:05,Autoplayed: user action: None; ,Trapped: Season 2_hook_02_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2021-10-01 00:17:03,00:00:08,Autoplayed: user action: None; ,Ultraman: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:08,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:16:38,00:00:19,Autoplayed: user action: None; ,Prisão de Mulheres: Temporada 1: Parte 2 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:19,00:00:19,BR (Brazil)
Alexandre,2021-10-01 00:16:20,00:00:04,Autoplayed: user action: None; ,Fifty Shades of Black_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2021-10-01 00:15:40,00:00:32,Autoplayed: user action: None; ,Swiped_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:32,00:00:32,BR (Brazil)
Alexandre,2021-10-01 00:15:00,00:00:16,Autoplayed: user action: None; ,Damnation: Season 1_hook_08_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:16,00:00:16,BR (Brazil)
Alexandre,2021-10-01 00:13:51,00:00:08,Autoplayed: user action: None; ,Titãs: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:08,Not latest view,BR (Brazil)
Alexandre,2021-10-01 00:13:16,00:00:04,Autoplayed: user action: None; ,Trailer: Je Suis Karl,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2021-10-01 00:12:37,00:00:35,Autoplayed: user action: None; ,Temporada 1 (Trailer): Não provoque,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:35,00:00:35,BR (Brazil)
Alexandre,2021-09-30 02:06:56,00:26:45,,Xtremo,,TCL TV 2018 UHD Android TV Smart TV,01:47:43,01:47:43,BR (Brazil)
Alexandre,2021-09-30 00:45:38,01:20:43,,Xtremo,,TCL TV 2018 UHD Android TV Smart TV,01:21:01,Not latest view,BR (Brazil)
Alexandre,2021-09-30 00:19:37,00:00:18,,Xtremo,,TCL TV 2018 UHD Android TV Smart TV,00:00:18,Not latest view,BR (Brazil)
Alexandre,2021-09-30 00:19:06,00:00:27,Autoplayed: user action: None; ,Trailer: Xtremo,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:27,Not latest view,BR (Brazil)
Alexandre,2021-09-30 00:18:08,00:00:53,Autoplayed: user action: None; ,Trailer: Je Suis Karl,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:53,Not latest view,BR (Brazil)
Alexandre,2021-09-30 00:17:53,00:00:05,Autoplayed: user action: None; ,Pássaro do Oriente (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2021-09-29 00:35:33,02:06:38,,Espanglês,,TCL TV 2018 UHD Android TV Smart TV,02:06:38,02:06:38,BR (Brazil)
Alexandre,2021-09-29 00:35:10,00:00:19,Autoplayed: user action: None; ,Spanglish_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:19,00:00:19,BR (Brazil)
Alexandre,2021-09-29 00:34:15,00:00:23,Autoplayed: user action: None; ,Main Character Intro Clip: Confissões de uma Garota Excluída,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:23,00:00:23,BR (Brazil)
Alexandre,2021-09-29 00:33:38,00:00:17,Autoplayed: user action: None; ,Intrusion (Clipe): Intrusion,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:17,Not latest view,BR (Brazil)
Alexandre,2021-09-29 00:33:17,00:00:13,Autoplayed: user action: None; ,Temporada 1 (Trailer): Bangkok no Limite,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:13,Not latest view,BR (Brazil)
Alexandre,2021-09-29 00:32:55,00:00:07,Autoplayed: user action: None; ,American Gangster_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Alexandre,2021-09-29 00:32:08,00:00:21,Autoplayed: user action: None; ,Meu Eterno Talvez (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:21,Not latest view,BR (Brazil)
Alexandre,2021-09-29 00:30:33,00:00:24,Autoplayed: user action: None; ,Temporada 1 (Trailer): Submundo do Crime,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:24,Not latest view,BR (Brazil)
Alexandre,2021-09-27 02:02:58,01:35:10,Autoplayed: user action: User_Interaction; ,D.U.F.F.,,TCL TV 2018 UHD Android TV Smart TV,01:35:10,01:35:10,BR (Brazil)
Alexandre,2021-09-27 02:02:35,00:00:16,Autoplayed: user action: None; ,The DUFF_hook_04_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:16,00:00:16,BR (Brazil)
Alexandre,2021-09-27 00:43:24,00:40:18,,The Flash: Temporada 4: Que a sorte seja uma mulher (Episódio 3),,TCL TV 2018 UHD Android TV Smart TV,00:40:18,Not latest view,BR (Brazil)
Alexandre,2021-09-27 00:43:08,00:00:12,Autoplayed: user action: None; ,The Flash: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:12,Not latest view,BR (Brazil)
Alexandre,2021-09-27 00:42:42,00:00:06,Autoplayed: user action: None; ,Ad Vitam: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-09-27 00:40:35,00:00:04,Autoplayed: user action: None; ,"Oh, Ramona! (Trailer)",TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2021-09-27 00:38:55,00:00:06,Autoplayed: user action: None; ,Trailer: My Little Pony: Nova Geração,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-09-26 23:59:38,00:37:10,Autoplayed: user action: User_Interaction; ,Submundo do Crime: Temporada 1: Episódio 6 (Episódio 6),,TCL TV 2018 UHD Android TV Smart TV,00:39:06,00:39:06,BR (Brazil)
Alexandre,2021-09-26 23:21:43,00:37:11,Autoplayed: user action: User_Interaction; ,Submundo do Crime: Temporada 1: Episódio 5 (Episódio 5),,TCL TV 2018 UHD Android TV Smart TV,00:44:02,00:44:02,BR (Brazil)
Alexandre,2021-09-26 23:21:01,00:00:29,Autoplayed: user action: None; ,Arrival_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:29,Not latest view,BR (Brazil)
Alexandre,2021-09-26 23:20:41,00:00:06,Autoplayed: user action: None; ,All Together Now_PVS_MEGA,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-09-26 23:20:24,00:00:04,Autoplayed: user action: None; ,Teaser 1: Um Ninho para Dois,TEASER_TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2021-09-26 17:55:23,00:00:08,Autoplayed: user action: None; ,Submundo do Crime: Temporada 1: Episódio 5 (Episódio 5),,TCL TV 2018 UHD Android TV Smart TV,00:00:12,Not latest view,BR (Brazil)
Alexandre,2021-09-26 17:15:29,00:39:31,Autoplayed: user action: User_Interaction; ,Submundo do Crime: Temporada 1: Episódio 4 (Episódio 4),,TCL TV 2018 UHD Android TV Smart TV,00:40:47,00:40:47,BR (Brazil)
Alexandre,2021-09-26 17:13:23,00:00:39,Autoplayed: user action: User_Interaction; ,Submundo do Crime: Temporada 1: Episódio 4 (Episódio 4),,TCL TV 2018 UHD Android TV Smart TV,00:00:43,Not latest view,BR (Brazil)
Alexandre,2021-09-26 16:21:44,00:50:57,Autoplayed: user action: User_Interaction; ,Submundo do Crime: Temporada 1: Episódio 3 (Episódio 3),,TCL TV 2018 UHD Android TV Smart TV,00:41:31,00:41:31,BR (Brazil)
Alexandre,2021-09-26 16:06:47,00:14:54,,Submundo do Crime: Temporada 1: Episódio 2 (Episódio 2),,TCL TV 2018 UHD Android TV Smart TV,00:39:16,00:39:16,BR (Brazil)
Alexandre,2021-09-26 15:17:30,00:24:18,,Submundo do Crime: Temporada 1: Episódio 2 (Episódio 2),,TCL TV 2018 UHD Android TV Smart TV,00:24:22,Not latest view,BR (Brazil)
Alexandre,2021-09-26 14:31:23,00:46:03,,Submundo do Crime: Temporada 1: Episódio 1 (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:46:03,Not latest view,BR (Brazil)
Alexandre,2021-09-26 14:31:15,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Trailer): Submundo do Crime,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:05,Not latest view,BR (Brazil)
Alexandre,2021-09-26 14:30:34,00:00:04,Autoplayed: user action: None; ,Main Character Intro Clip: Confissões de uma Garota Excluída,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2021-09-26 14:30:24,00:00:06,Autoplayed: user action: None; ,Rurouni Kenshin: The Final (Part 4)_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2021-09-26 14:25:28,00:02:29,,Freaks - Um de Nós,,TCL TV 2018 UHD Android TV Smart TV,00:44:02,00:44:02,BR (Brazil)
Alexandre,2021-09-26 14:25:17,00:00:06,Autoplayed: user action: None; ,Trailer: Freaks - Um de Nós,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2021-09-26 14:25:02,00:00:06,Autoplayed: user action: None; ,Trailer: Freaks - Um de Nós,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2021-09-26 03:27:08,00:02:20,,Temporada 3 (Trailer): Sex Education,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:20,00:02:20,BR (Brazil)
Alexandre,2021-09-26 03:25:02,00:02:02,,Temporada 1 (Trailer): Round 6,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:02,Not latest view,BR (Brazil)
Alexandre,2021-09-26 03:22:51,00:02:03,,Temporada 1 (Trailer): Submundo do Crime,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:03,Not latest view,BR (Brazil)
Alexandre,2021-09-26 01:34:29,01:47:37,Autoplayed: user action: User_Interaction; ,Samurai X 1: O Filme,,TCL TV 2018 UHD Android TV Smart TV,02:09:42,02:09:42,BR (Brazil)
Alexandre,2021-09-26 01:23:59,00:09:58,Autoplayed: user action: User_Interaction; ,Samurai X 1: O Filme,,TCL TV 2018 UHD Android TV Smart TV,00:33:26,Not latest view,BR (Brazil)
Alexandre,2021-09-26 00:52:28,00:24:52,Autoplayed: user action: User_Interaction; ,O Silêncio do Céu,,TCL TV 2018 UHD Android TV Smart TV,01:37:24,01:37:24,BR (Brazil)
Alexandre,2021-09-26 00:52:04,00:00:07,Autoplayed: user action: None; ,Submundo do Crime: Temporada 1: Episódio 1 (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Alexandre,2021-09-26 00:51:54,00:00:03,Autoplayed: user action: None; ,Submundo do Crime: Temporada 1: Episódio 1 (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:03,Not latest view,BR (Brazil)
Alexandre,2021-09-26 00:50:56,00:00:46,Autoplayed: user action: None; ,Temporada 1 (Clipe): Submundo do Crime,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:46,Not latest view,BR (Brazil)
Alexandre,2021-09-26 00:05:03,00:12:59,,O Silêncio do Céu,,TCL TV 2018 UHD Android TV Smart TV,00:18:57,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:55:54,00:02:15,Autoplayed: user action: Unspecified; ,O Silêncio do Céu,,TCL TV 2018 UHD Android TV Smart TV,00:06:01,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:54:21,00:00:56,Autoplayed: user action: None; ,Reboot: Os Guardiões do Sistema: Temporada 1: Ativação (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:56,00:00:56,BR (Brazil)
Alexandre,2021-09-25 23:53:44,00:00:01,Autoplayed: user action: None; ,Code 8 - Renegados,,TCL TV 2018 UHD Android TV Smart TV,00:00:01,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:53:07,00:00:03,Autoplayed: user action: None; ,Pegando Fogo,,TCL TV 2018 UHD Android TV Smart TV,00:00:03,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:50:58,00:00:17,Autoplayed: user action: None; ,Daddy's Home_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:17,00:00:17,BR (Brazil)
Alexandre,2021-09-25 23:50:02,00:00:22,Autoplayed: user action: None; ,The Edge of Seventeen_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:22,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:49:23,00:00:14,Autoplayed: user action: None; ,O Último Guardião: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:14,00:00:14,BR (Brazil)
Alexandre,2021-09-25 23:46:43,00:00:02,Autoplayed: user action: Visibility_Timeout; ,Intrusion,,TCL TV 2018 UHD Android TV Smart TV,00:02:12,00:02:12,BR (Brazil)
Alexandre,2021-09-25 23:46:26,00:00:09,Autoplayed: user action: Visibility_Timeout; ,Stardust: O Mistério da Estrela,,TCL TV 2018 UHD Android TV Smart TV,00:00:40,00:00:40,BR (Brazil)
Alexandre,2021-09-25 23:44:59,00:00:59,Autoplayed: user action: Visibility_Timeout; ,Intrusion,,TCL TV 2018 UHD Android TV Smart TV,00:02:13,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:44:38,00:00:12,Autoplayed: user action: Visibility_Timeout; ,Stardust: O Mistério da Estrela,,TCL TV 2018 UHD Android TV Smart TV,00:00:37,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:43:25,00:00:04,Autoplayed: user action: None; ,Monkey Twins - Dança por Vingança (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2021-09-25 23:42:34,00:00:04,Autoplayed: user action: None; ,Season 1: The Letter for the King (Thematic Intro: The Letter),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
